id,nume,brand,categorie,pret,tip_ten,subton,nuanta,finish,ocazie,acoperire,ingrediente_cheie,vegan,cruelty_free,rating,descriere,tip_produs,contrast,baza,origine,probleme,fungal_acne_safe,suited_eye_color,suited_hair_color,activ
623,Red / Zero Pore Cream,Medicube,Crema hidratanta,85.0,gras|mixt,toate,toate,natural,zi,toate,azelaic|centella,Nu,Nu,4.0,Pt pori,skincare,toate,toate,Coreea,pori|acnee,Da,toate,toate,1
624,Cica / Barrier Cream,Mary&May,Crema hidratanta,85.0,sensibil|toate,toate,toate,natural,zi,toate,cica,Nu,Nu,4.0,Vegan,skincare,toate,toate,Coreea,bariera|inflamatii,Nu,toate,toate,1
625,Moisturising Cream / Lotion,CeraVe,Crema hidratanta,85.0,uscat|normal|sensibil,toate,toate,natural,zi,toate,ceramide|niacinamide|ha,Nu,Nu,4.0,Cult farmacie,skincare,toate,toate,Europa/global,bariera distrusa|uscaciune,Da,toate,toate,1
626,Toleriane Sensitive / Cicaplast Baume B5,La Roche-Posay,Crema hidratanta,85.0,sensibil|uscat,toate,toate,natural,zi,toate,ceramide|panthenol,Nu,Nu,4.0,Reparator (balm),skincare,toate,toate,Europa (FR),bariera|inflamatii|sensibilitate,Nu,toate,toate,1
627,Effaclar Mat / Duo+,La Roche-Posay,Crema hidratanta,85.0,gras|mixt,toate,toate,natural,zi,toate,niacinamide|zinc,Nu,Nu,4.0,Ten gras/acneic,skincare,toate,toate,Europa (FR),acnee|sebum|semne postacneice,Da,toate,toate,1
628,Sebium / Hydrabio Cream,Bioderma,Crema hidratanta,85.0,gras|uscat,toate,toate,natural,zi,toate,zinc|hialuronic,Nu,Nu,4.0,Farmacie,skincare,toate,toate,Europa (FR),sebum|uscaciune,Nu,toate,toate,1
629,Tolerance / Cicalfate Cream,Avene,Crema hidratanta,85.0,sensibil,toate,toate,natural,zi,toate,apa termala|zinc,Nu,Nu,4.0,Ten reactiv,skincare,toate,toate,Europa (FR),sensibilitate|reparare,Nu,toate,toate,1
630,DermoPure / AtoControl Cream,Eucerin,Crema hidratanta,85.0,gras|uscat,toate,toate,natural,zi,toate,licochalcone|lipide,Nu,Nu,4.0,Farmacie,skincare,toate,toate,Europa (DE),acnee|uscaciune,Nu,toate,toate,1
631,Mineralblend / Aqualia Thermal,Vichy,Crema hidratanta,85.0,toate,toate,toate,natural,zi,toate,apa termala|ha,Nu,Nu,4.0,Hidratant,skincare,toate,toate,Europa (FR),uscaciune,Nu,toate,toate,1
632,Natural Moisturizing Factors + HA,The Ordinary,Crema hidratanta,45.0,toate,toate,toate,natural,zi,toate,nmf|ceramide,Nu,Nu,4.0,"Accesibil, lejer",skincare,toate,toate,Canada/Europa,uscaciune|bariera,Da,toate,toate,1
633,Ceramide / Polyglutamic Cream,The Inkey List,Crema hidratanta,45.0,toate,toate,toate,natural,zi,toate,ceramide,Nu,Nu,4.0,Accesibil,skincare,toate,toate,Europa (UK),bariera|uscaciune,Da,toate,toate,1
634,Moisturising Cream,Cetaphil,Crema hidratanta,85.0,sensibil|uscat,toate,toate,natural,zi,toate,formula blanda,Nu,Nu,4.0,Dermatologic,skincare,toate,toate,Europa/global,sensibilitate|bariera,Nu,toate,toate,1
635,Multi Ceramide / Vita Cream,Tocobo,Crema hidratanta,85.0,uscat|normal,toate,toate,natural,zi,toate,ceramide,Nu,Nu,4.0,Hidratant,skincare,toate,toate,Coreea,bariera,Da,toate,toate,1
636,Revive Eye Serum Ginseng+Retinal,Beauty of Joseon,Eye cream / Crema de ochi,90.0,toate,toate,toate,natural,zi,toate,ginseng|retinal,Nu,Nu,4.0,"Cult, anti-age + glow",skincare,toate,toate,Coreea,imbatranire|riduri fine|cearcane,Nu,toate,toate,1
637,Advanced Snail Peptide Eye Cream,COSRX,Eye cream / Crema de ochi,90.0,toate,toate,toate,natural,zi,toate,mucina|peptide,Nu,Nu,4.0,Reparator,skincare,toate,toate,Coreea,riduri fine|bariera,Da,toate,toate,1
638,Snail Repair Eye Cream,Mizon,Eye cream / Crema de ochi,70.0,toate,toate,toate,natural,zi,toate,mucina melc,Nu,Nu,4.0,Accesibil,skincare,toate,toate,Coreea,riduri fine|cearcane,Nu,toate,toate,1
639,Hyalu-Cica / Eye Cream,Skin1004,Eye cream / Crema de ochi,90.0,sensibil|toate,toate,toate,natural,zi,toate,centella|hialuronic,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,inflamatii|uscaciune,Da,toate,toate,1
640,No.5 Vitamin-Niacinamide Eye Cream,Numbuzin,Eye cream / Crema de ochi,90.0,normal|mixt,toate,toate,natural,zi,toate,niacinamide,Nu,Nu,4.0,Iluminare,skincare,toate,toate,Coreea,cearcane|luminozitate,Nu,toate,toate,1
641,Dermide Cica / Centella Eye Cream,Purito,Eye cream / Crema de ochi,90.0,sensibil|toate,toate,toate,natural,zi,toate,centella|ceramide,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,bariera|riduri fine,Nu,toate,toate,1
642,Retinol Intense Eye Cream,Some By Mi,Eye cream / Crema de ochi,90.0,normal|mixt,toate,toate,natural,zi,toate,retinol,Nu,Nu,4.0,Anti-age,skincare,toate,toate,Coreea,riduri fine|imbatranire,Nu,toate,toate,1
643,Fundamental Nourishing Eye Butter,Klairs,Eye cream / Crema de ochi,90.0,uscat|sensibil,toate,toate,natural,zi,toate,shea|plante,Nu,Nu,4.0,Bogat,skincare,toate,toate,Coreea,uscaciune,Nu,toate,toate,1
644,Hyaluronic Acid / Eye Cream,Isntree,Eye cream / Crema de ochi,90.0,toate,toate,toate,natural,zi,toate,hialuronic,Nu,Nu,4.0,Hidratant,skincare,toate,toate,Coreea,uscaciune,Da,toate,toate,1
645,Idebenone / Eye Cream,Mary&May,Eye cream / Crema de ochi,90.0,normal|uscat,toate,toate,natural,zi,toate,idebenone,Nu,Nu,4.0,Anti-age vegan,skincare,toate,toate,Coreea,imbatranire,Nu,toate,toate,1
646,Collagen / PDRN Eye Cream,Medicube,Eye cream / Crema de ochi,90.0,normal|uscat,toate,toate,natural,zi,toate,colagen|pdrn,Nu,Nu,4.0,Trendy,skincare,toate,toate,Coreea,fermitate|riduri,Nu,toate,toate,1
647,Retinol Cica / Green Tea Eye Cream,Innisfree,Eye cream / Crema de ochi,90.0,toate,toate,toate,natural,zi,toate,retinol|ceai verde,Nu,Nu,4.0,Accesibil,skincare,toate,toate,Coreea,riduri fine|hidratare,Nu,toate,toate,1
648,SoonJung / Moistfull Eye Cream,Etude,Eye cream / Crema de ochi,70.0,sensibil|uscat,toate,toate,natural,zi,toate,panthenol,Nu,Nu,4.0,Bland,skincare,toate,toate,Coreea,sensibilitate|uscaciune,Nu,toate,toate,1
649,Cicapair / Ceramidin Eye Cream,Dr.Jart+,Eye cream / Crema de ochi,142.5,sensibil|uscat,toate,toate,natural,zi,toate,centella|ceramide,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,bariera|roseata,Nu,toate,toate,1
650,Collagen / Brightening Eye Gel Cream,Tocobo,Eye cream / Crema de ochi,90.0,toate,toate,toate,natural,zi,toate,colagen,Nu,Nu,4.0,Lejer,skincare,toate,toate,Coreea,cearcane|hidratare,Nu,toate,toate,1
651,Eye Repair Cream,CeraVe,Eye cream / Crema de ochi,90.0,toate,toate,toate,natural,zi,toate,ceramide|niacinamide,Nu,Nu,4.0,Farmacie accesibil,skincare,toate,toate,Europa/global,cearcane|bariera,Da,toate,toate,1
652,Hyalu B5 / Toleriane Eye Cream,La Roche-Posay,Eye cream / Crema de ochi,90.0,sensibil|toate,toate,toate,natural,zi,toate,hialuronic|b5,Nu,Nu,4.0,Farmacie,skincare,toate,toate,Europa (FR),riduri fine|sensibilitate,Nu,toate,toate,1
653,Sensibio / Hydrabio Eye,Bioderma,Eye cream / Crema de ochi,90.0,sensibil|uscat,toate,toate,natural,zi,toate,blanda,Nu,Nu,4.0,Ten reactiv,skincare,toate,toate,Europa (FR),sensibilitate|uscaciune,Nu,toate,toate,1
654,Hyaluron-Filler Eye Cream,Eucerin,Eye cream / Crema de ochi,90.0,normal|uscat,toate,toate,natural,zi,toate,hialuronic,Nu,Nu,4.0,Anti-age,skincare,toate,toate,Europa (DE),riduri|uscaciune,Nu,toate,toate,1
655,Mineral 89 / Liftactiv Eyes,Vichy,Eye cream / Crema de ochi,90.0,toate,toate,toate,natural,zi,toate,hialuronic,Nu,Nu,4.0,Farmacie,skincare,toate,toate,Europa (FR),hidratare|riduri,Nu,toate,toate,1
656,Caffeine Solution 5% + EGCG,The Ordinary,Eye cream / Crema de ochi,50.0,toate,toate,toate,natural,zi,toate,cafeina,Nu,Nu,4.0,Cult accesibil,skincare,toate,toate,Canada/Europa,cearcane|pungi,Da,toate,toate,1
657,Caffeine / Brighten-i Eye Cream,The Inkey List,Eye cream / Crema de ochi,50.0,toate,toate,toate,natural,zi,toate,cafeina|peptide,Nu,Nu,4.0,Accesibil,skincare,toate,toate,Europa (UK),cearcane,Da,toate,toate,1
658,Soothing Eye Contour,Avene,Eye cream / Crema de ochi,90.0,sensibil,toate,toate,natural,zi,toate,apa termala,Nu,Nu,4.0,Bland,skincare,toate,toate,Europa (FR),sensibilitate,Nu,toate,toate,1
659,Hydrating Eye Gel-Cream,Cetaphil,Eye cream / Crema de ochi,90.0,sensibil|uscat,toate,toate,natural,zi,toate,ha|panthenol,Nu,Nu,4.0,Dermatologic,skincare,toate,toate,Europa/global,uscaciune|sensibilitate,Nu,toate,toate,1
660,Caffeine / Hyaluronic Eye Cream,Garnier,Eye cream / Crema de ochi,70.0,toate,toate,toate,natural,zi,toate,cafeina|ha,Nu,Nu,4.0,Accesibil,skincare,toate,toate,Europa,cearcane|uscaciune,Nu,toate,toate,1
661,Calming / Eye Cream,Pyunkang Yul,Eye cream / Crema de ochi,90.0,sensibil|uscat,toate,toate,natural,zi,toate,coptis,Nu,Nu,4.0,Simplu,skincare,toate,toate,Coreea,bariera|sensibilitate,Nu,toate,toate,1
662,Bean Eye Cream,Mixsoon,Eye cream / Crema de ochi,90.0,sensibil|toate,toate,toate,natural,zi,toate,fermentat,Nu,Nu,4.0,Bland,skincare,toate,toate,Coreea,bariera,Da,toate,toate,1
663,Birch / 1025 Eye Cream,Round Lab,Eye cream / Crema de ochi,90.0,toate,toate,toate,natural,zi,toate,mesteacan,Nu,Nu,4.0,Hidratant,skincare,toate,toate,Coreea,uscaciune,Nu,toate,toate,1
664,Vita C / Brightening Eye Cream,Goodal,Eye cream / Crema de ochi,90.0,normal|mixt,toate,toate,natural,zi,toate,vit c,Nu,Nu,4.0,Iluminare,skincare,toate,toate,Coreea,cearcane|luminozitate,Nu,toate,toate,1
665,Relief Sun: Rice + Probiotics SPF50+,Beauty of Joseon,SPF / Protectie solara,80.0,toate,toate,toate,natural,zi,toate,orez|probiotice,Nu,Nu,4.0,"Cult, finisaj natural",skincare,toate,toate,Coreea,fotoprotectie|semne postacneice,Da,toate,toate,1
666,Hyalu-Cica Water-Fit Sun SPF50+,Skin1004,SPF / Protectie solara,80.0,sensibil|toate,toate,toate,natural,zi,toate,centella|hialuronic,Nu,Nu,4.0,"Lejer, calmant",skincare,toate,toate,Coreea,fotoprotectie|inflamatii,Da,toate,toate,1
667,Birch Juice Moisturizing Sun SPF50+,Round Lab,SPF / Protectie solara,80.0,uscat|normal,toate,toate,natural,zi,toate,seva mesteacan,Nu,Nu,4.0,Hidratant,skincare,toate,toate,Coreea,fotoprotectie|uscaciune,Nu,toate,toate,1
668,Pine Calming Sun SPF50+,Round Lab,SPF / Protectie solara,80.0,sensibil|gras,toate,toate,natural,zi,toate,pin,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,fotoprotectie|inflamatii,Da,toate,toate,1
669,No.0 / No.5 Sun Serum SPF50+,Numbuzin,SPF / Protectie solara,80.0,normal|mixt,toate,toate,natural,zi,toate,niacinamide,Nu,Nu,4.0,Aspect glow,skincare,toate,toate,Coreea,fotoprotectie|glow,Nu,toate,toate,1
670,Hyaluronic Acid Watery Sun Gel SPF50+,Isntree,SPF / Protectie solara,80.0,gras|mixt,toate,toate,natural,zi,toate,hialuronic,Nu,Nu,4.0,"Lejer, gel",skincare,toate,toate,Coreea,fotoprotectie,Da,toate,toate,1
671,Onion Newpair / Spotless Sun,Isntree,SPF / Protectie solara,80.0,gras|mixt,toate,toate,natural,zi,toate,onion,Nu,Nu,4.0,Ten gras,skincare,toate,toate,Coreea,fotoprotectie|pori,Da,toate,toate,1
672,Daily Go-To / Comfy Water Sun SPF50+,Purito,SPF / Protectie solara,80.0,sensibil|toate,toate,toate,natural,zi,toate,centella,Nu,Nu,4.0,Bland,skincare,toate,toate,Coreea,fotoprotectie|sensibilitate,Da,toate,toate,1
673,Truecica / V10 Sun,Some By Mi,SPF / Protectie solara,80.0,sensibil|toate,toate,toate,natural,zi,toate,cica|vit,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,fotoprotectie,Nu,toate,toate,1
674,Sunprise / Soonjung Sun,Etude,SPF / Protectie solara,62.5,sensibil|toate,toate,toate,natural,zi,toate,panthenol,Nu,Nu,4.0,Bland,skincare,toate,toate,Coreea,fotoprotectie|sensibilitate,Nu,toate,toate,1
675,All Around Safe Block Essence Sun SPF50+,Missha,SPF / Protectie solara,62.5,toate,toate,toate,natural,zi,toate,formula clasica,Nu,Nu,4.0,Accesibil cult,skincare,toate,toate,Coreea,fotoprotectie,Nu,toate,toate,1
676,Aloe Soothing / Vitalizing Sunscreen SPF50,COSRX,SPF / Protectie solara,80.0,sensibil|gras,toate,toate,natural,zi,toate,aloe,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,fotoprotectie|inflamatii,Nu,toate,toate,1
677,Balanceful Cica Sun,Torriden,SPF / Protectie solara,80.0,sensibil|gras,toate,toate,natural,zi,toate,cica,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,fotoprotectie|inflamatii,Da,toate,toate,1
678,Pro Balance / Cica Sun,Dr.Ceuracle,SPF / Protectie solara,80.0,gras|mixt,toate,toate,natural,zi,toate,probiotice,Nu,Nu,4.0,Echilibrant,skincare,toate,toate,Coreea,fotoprotectie|echilibru,Nu,toate,toate,1
679,Cotton Soft / Cica Sun Stick SPF50+,Tocobo,SPF / Protectie solara,80.0,toate,toate,toate,natural,zi,toate,cica,Nu,Nu,4.0,Stick practic,skincare,toate,toate,Coreea,fotoprotectie|retus,Nu,toate,toate,1
680,Houttuynia / Vegan Sun,Goodal,SPF / Protectie solara,80.0,sensibil|gras,toate,toate,natural,zi,toate,houttuynia,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,fotoprotectie|inflamatii,Da,toate,toate,1
681,Centella / Panthenol Sun,Mixsoon,SPF / Protectie solara,80.0,sensibil|toate,toate,toate,natural,zi,toate,centella,Nu,Nu,4.0,Bland,skincare,toate,toate,Coreea,fotoprotectie|bariera,Da,toate,toate,1
682,Anthelios UVMune 400 SPF50+,La Roche-Posay,SPF / Protectie solara,80.0,toate,toate,toate,natural,zi,toate,filtre avansate,Nu,Nu,4.0,Standard de aur farmacie,skincare,toate,toate,Europa (FR),fotoprotectie,Nu,toate,toate,1
683,Anthelios Oil Correct / Effaclar Sun,La Roche-Posay,SPF / Protectie solara,80.0,gras|mixt,toate,toate,natural,zi,toate,bha|filtre,Nu,Nu,4.0,Ten gras/acneic,skincare,toate,toate,Europa (FR),fotoprotectie|acnee|sebum,Da,toate,toate,1
684,Photoderm / Hydrabio SPF50+,Bioderma,SPF / Protectie solara,80.0,toate,toate,toate,natural,zi,toate,filtre,Nu,Nu,4.0,Farmacie,skincare,toate,toate,Europa (FR),fotoprotectie,Nu,toate,toate,1
685,Cleanance Sun / Intense Protect SPF50+,Avene,SPF / Protectie solara,80.0,gras|sensibil,toate,toate,natural,zi,toate,apa termala,Nu,Nu,4.0,Ten gras sau sensibil,skincare,toate,toate,Europa (FR),fotoprotectie|acnee,Nu,toate,toate,1
686,Oil Control / Sun Gel-Cream SPF50+,Eucerin,SPF / Protectie solara,80.0,gras|mixt,toate,toate,natural,zi,toate,licochalcone,Nu,Nu,4.0,Ten gras,skincare,toate,toate,Europa (DE),fotoprotectie|sebum,Nu,toate,toate,1
687,Capital Soleil UV-Age Daily SPF50+,Vichy,SPF / Protectie solara,80.0,toate,toate,toate,natural,zi,toate,niacinamide|filtre,Nu,Nu,4.0,Anti-age zilnic,skincare,toate,toate,Europa (FR),fotoprotectie|imbatranire,Nu,toate,toate,1
688,Ambre Solaire Sensitive / Super UV,Garnier,SPF / Protectie solara,62.5,toate,toate,toate,natural,zi,toate,filtre,Nu,Nu,4.0,Accesibil,skincare,toate,toate,Europa,fotoprotectie,Nu,toate,toate,1
689,Fusion Water SPF50+,ISDIN,SPF / Protectie solara,127.5,toate,toate,toate,natural,zi,toate,filtre apoase,Nu,Nu,4.0,Lejer cult,skincare,toate,toate,Europa (ES),fotoprotectie,Nu,toate,toate,1
690,Sun SPF50+ Gel,Cetaphil,SPF / Protectie solara,80.0,sensibil,toate,toate,natural,zi,toate,filtre blande,Nu,Nu,4.0,Dermatologic,skincare,toate,toate,Europa/global,fotoprotectie|sensibilitate,Nu,toate,toate,1
691,Fragrance Free / Tinted Sun SPF50+,Bondi Sands,SPF / Protectie solara,80.0,toate,toate,toate,natural,zi,toate,filtre,Nu,Nu,4.0,Accesibil,skincare,toate,toate,Europa/global,fotoprotectie,Nu,toate,toate,1
692,Perfect UV Gel SPF50+,Hada Labo,SPF / Protectie solara,80.0,toate,toate,toate,natural,zi,toate,hialuronic,Nu,Nu,4.0,Hidratant,skincare,toate,toate,Japonia,fotoprotectie,Nu,toate,toate,1
693,UV Aqua Rich Watery Essence SPF50+,Biore,SPF / Protectie solara,80.0,toate,toate,toate,natural,zi,toate,filtre apoase,Nu,Nu,4.0,Cult J-beauty lejer,skincare,toate,toate,Japonia,fotoprotectie,Nu,toate,toate,1
694,Heartleaf / Birch Sun SPF50+,Anua,SPF / Protectie solara,80.0,sensibil|gras,toate,toate,natural,zi,toate,heartleaf,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,fotoprotectie|inflamatii,Da,toate,toate,1
695,Ultimate Nourishing Rice Overnight Mask,COSRX,Masca de fata,60.0,uscat|normal,toate,toate,natural,zi,toate,orez,Nu,Nu,4.0,Masca de noapte,skincare,toate,toate,Coreea,luminozitate|uscaciune,Nu,toate,toate,1
696,AHA BHA PHA Miracle / Calming Mask,Some By Mi,Masca de fata,60.0,gras|mixt,toate,toate,natural,zi,toate,aha bha pha|cica,Nu,Nu,4.0,Wash-off pt acnee,skincare,toate,toate,Coreea,acnee|textura|inflamatii,Da,toate,toate,1
697,Madagascar Centella / Clay Mask,Skin1004,Masca de fata,60.0,sensibil|gras,toate,toate,natural,zi,toate,centella|argila,Nu,Nu,4.0,Calmant sau argila,skincare,toate,toate,Coreea,inflamatii|pori,Da,toate,toate,1
698,Super Volcanic Pore Clay Mask,Innisfree,Masca de fata,60.0,gras|mixt,toate,toate,natural,zi,toate,argila vulcanica,Nu,Nu,4.0,Cult pt pori,skincare,toate,toate,Coreea,pori largi|sebum|puncte negre,Da,toate,toate,1
699,Green Tea / Cica Sleeping Mask,Innisfree,Masca de fata,60.0,toate,toate,toate,natural,zi,toate,ceai verde,Nu,Nu,4.0,Overnight,skincare,toate,toate,Coreea,hidratare|inflamatii,Nu,toate,toate,1
700,Mugwort Mask,I'm From,Masca de fata,60.0,sensibil|gras,toate,toate,natural,zi,toate,pelin,Nu,Nu,4.0,Calmant intens,skincare,toate,toate,Coreea,inflamatii|roseata,Da,toate,toate,1
701,Honey Mask,I'm From,Masca de fata,60.0,uscat|normal,toate,toate,natural,zi,toate,miere,Nu,Nu,4.0,Hidratant intens,skincare,toate,toate,Coreea,uscaciune|hidratare,Nu,toate,toate,1
702,No.3 / Sleeping Mask,Numbuzin,Masca de fata,60.0,toate,toate,toate,natural,zi,toate,niacinamide,Nu,Nu,4.0,Overnight glow,skincare,toate,toate,Coreea,luminozitate|textura,Nu,toate,toate,1
703,Gummy Sheet Mask (seria),Abib,Masca de fata,60.0,toate,toate,toate,natural,zi,toate,variabil,Nu,Nu,4.0,Sheet masks,skincare,toate,toate,Coreea,hidratare|calmare,Nu,toate,toate,1
704,N.M.F / Tea Tree Sheet Mask,Mediheal,Masca de fata,60.0,toate,toate,toate,natural,zi,toate,hialuronic|tea tree,Nu,Nu,4.0,Sheet cult,skincare,toate,toate,Coreea,hidratare|acnee,Nu,toate,toate,1
705,Tea Tree / Cica Sheet Mask,Mary&May,Masca de fata,60.0,sensibil|gras,toate,toate,natural,zi,toate,tea tree|cica,Nu,Nu,4.0,Vegan,skincare,toate,toate,Coreea,inflamatii,Da,toate,toate,1
706,Dive-In Mask,Torriden,Masca de fata,60.0,toate,toate,toate,natural,zi,toate,hialuronic,Nu,Nu,4.0,Hidratant,skincare,toate,toate,Coreea,uscaciune,Da,toate,toate,1
707,Cicapair / Dermask Sheet,Dr.Jart+,Masca de fata,95.0,sensibil|toate,toate,toate,natural,zi,toate,centella,Nu,Nu,4.0,Reparator,skincare,toate,toate,Coreea,roseata|hidratare,Nu,toate,toate,1
708,Midnight Blue Calming Mask,Klairs,Masca de fata,60.0,sensibil|toate,toate,toate,natural,zi,toate,guaiazulene,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,inflamatii|roseata,Nu,toate,toate,1
709,Matcha Biome / Clay Mask,Heimish,Masca de fata,60.0,gras|mixt,toate,toate,natural,zi,toate,matcha|argila,Nu,Nu,4.0,Detoxifiant,skincare,toate,toate,Coreea,pori|sebum,Da,toate,toate,1
710,Birch / Mugwort Mask,Round Lab,Masca de fata,60.0,toate,toate,toate,natural,zi,toate,mesteacan|pelin,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,hidratare|inflamatii,Nu,toate,toate,1
711,Yuja Niacin Sleeping Mask,Some By Mi,Masca de fata,60.0,normal|mixt,toate,toate,natural,zi,toate,yuja|niacinamide,Nu,Nu,4.0,Overnight brightening,skincare,toate,toate,Coreea,luminozitate|pete,Nu,toate,toate,1
712,Apricot Blossom / Mask,Beauty of Joseon,Masca de fata,60.0,toate,toate,toate,natural,zi,toate,variabil,Nu,Nu,4.0,Variabil,skincare,toate,toate,Coreea,luminozitate,Nu,toate,toate,1
713,Zero Pore / Collagen Mask,Medicube,Masca de fata,60.0,gras|normal,toate,toate,natural,zi,toate,centella|colagen,Nu,Nu,4.0,Trendy,skincare,toate,toate,Coreea,pori|fermitate,Da,toate,toate,1
714,Heartleaf Quercetinol / Clay Mask,Anua,Masca de fata,60.0,gras|sensibil,toate,toate,natural,zi,toate,heartleaf|argila,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,pori|inflamatii,Da,toate,toate,1
715,Salicylic Acid 2% Masque,The Ordinary,Masca de fata,32.5,gras|mixt,toate,toate,natural,zi,toate,acid salicilic|argila,Nu,Nu,4.0,Wash-off BHA,skincare,toate,toate,Canada/Europa,puncte negre|pori|acnee,Da,toate,toate,1
716,AHA 30% + BHA 2% Peeling,The Ordinary,Masca de fata,32.5,normal|gras,toate,toate,natural,zi,toate,aha+bha,Nu,Nu,4.0,Peeling 10 min,skincare,toate,toate,Canada/Europa,textura|semne postacneice,Da,toate,toate,1
717,Pure Clay Mask (seria),L'Oreal Paris,Masca de fata,60.0,gras|mixt|normal,toate,toate,natural,zi,toate,argila,Nu,Nu,4.0,Accesibil,skincare,toate,toate,Europa,pori|luminozitate,Da,toate,toate,1
718,Tissue / Clay Mask,Garnier,Masca de fata,45.0,toate,toate,toate,natural,zi,toate,variabil,Nu,Nu,4.0,Accesibil,skincare,toate,toate,Europa,hidratare|pori,Nu,toate,toate,1
719,Effaclar / Pure Clay Mask,La Roche-Posay,Masca de fata,60.0,gras|mixt,toate,toate,natural,zi,toate,argila|zinc,Nu,Nu,4.0,Farmacie,skincare,toate,toate,Europa (FR),pori|sebum,Da,toate,toate,1
720,Soothing / Cleanance Mask,Avene,Masca de fata,60.0,sensibil|gras,toate,toate,natural,zi,toate,apa termala,Nu,Nu,4.0,Farmacie,skincare,toate,toate,Europa (FR),sensibilitate|sebum,Nu,toate,toate,1
721,DermoPure / Clay Mask,Eucerin,Masca de fata,60.0,gras|mixt,toate,toate,natural,zi,toate,argila,Nu,Nu,4.0,Ten impur,skincare,toate,toate,Europa (DE),acnee|pori,Nu,toate,toate,1
722,Instant Detox / Vinosource Mask,Caudalie,Masca de fata,95.0,toate,toate,toate,natural,zi,toate,argila|struguri,Nu,Nu,4.0,Premium,skincare,toate,toate,Europa (FR),pori|uscaciune,Nu,toate,toate,1
723,Australian Pink Clay Mask,Sand & Sky,Masca de fata,95.0,gras|mixt,toate,toate,natural,zi,toate,argila roz,Nu,Nu,4.0,Viral,skincare,toate,toate,Europa/global,pori|textura,Da,toate,toate,1
724,Calming / Moisture Mask,Pyunkang Yul,Masca de fata,60.0,sensibil|uscat,toate,toate,natural,zi,toate,coptis,Nu,Nu,4.0,Bland,skincare,toate,toate,Coreea,bariera|sensibilitate,Nu,toate,toate,1
725,Acne Pimple Master Patch,COSRX,Tratament local (spot treatment),60.0,toate,toate,toate,natural,zi,toate,hydrocolloid,Nu,Nu,4.0,Plasturi cult,skincare,toate,toate,Coreea,acnee|inflamatii,Da,toate,toate,1
726,AC Collection Blemish Spot Clearing Serum,COSRX,Tratament local (spot treatment),60.0,gras|mixt,toate,toate,natural,zi,toate,bha|centella,Nu,Nu,4.0,Tintit,skincare,toate,toate,Coreea,acnee|semne postacneice,Da,toate,toate,1
727,30 Days Miracle Spot / AC Spot,Some By Mi,Tratament local (spot treatment),60.0,gras|mixt,toate,toate,natural,zi,toate,tea tree|bha,Nu,Nu,4.0,Tintit,skincare,toate,toate,Coreea,acnee|inflamatii,Da,toate,toate,1
728,Acence Blemish Spot,Mizon,Tratament local (spot treatment),45.0,gras|mixt,toate,toate,natural,zi,toate,bha|tea tree,Nu,Nu,4.0,Accesibil,skincare,toate,toate,Coreea,acnee,Da,toate,toate,1
729,Centella Tone Brightening / Spot,Skin1004,Tratament local (spot treatment),60.0,sensibil|toate,toate,toate,natural,zi,toate,centella|niacinamide,Nu,Nu,4.0,Pete,skincare,toate,toate,Coreea,semne postacneice,Da,toate,toate,1
730,Trouble Cure Microneedle Patch,Acropass,Tratament local (spot treatment),60.0,toate,toate,toate,natural,zi,toate,microneedle,Nu,Nu,4.0,Plasturi cu microace,skincare,toate,toate,Coreea,acnee profunda,Da,toate,toate,1
731,Cicapair / Spot,Dr.Jart+,Tratament local (spot treatment),95.0,sensibil|toate,toate,toate,natural,zi,toate,centella,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,inflamatii,Nu,toate,toate,1
732,Heartleaf Spot Pad / Spot,Abib,Tratament local (spot treatment),60.0,sensibil|gras,toate,toate,natural,zi,toate,heartleaf,Nu,Nu,4.0,Calmant,skincare,toate,toate,Coreea,inflamatii,Da,toate,toate,1
733,Zero Acne / Red Spot,Medicube,Tratament local (spot treatment),60.0,gras|mixt,toate,toate,natural,zi,toate,azelaic|centella,Nu,Nu,4.0,Tintit,skincare,toate,toate,Coreea,acnee,Da,toate,toate,1
734,Snail / Tea Tree Spot,Benton,Tratament local (spot treatment),60.0,gras|mixt,toate,toate,natural,zi,toate,tea tree|mucina,Nu,Nu,4.0,Reparator,skincare,toate,toate,Coreea,acnee|semne postacneice,Nu,toate,toate,1
735,Drying Lotion,Mario Badescu,Tratament local (spot treatment),60.0,gras|mixt,toate,toate,natural,zi,toate,sulf|calamina,Nu,Nu,4.0,"Cult, sulf",skincare,toate,toate,SUA/Europa,acnee,Da,toate,toate,1
